iter	Passed	Remaining
1661	114297	23244
1662	114366	23175
1663	114434	23106
1664	114502	23038
1665	114564	22967
1666	114629	22898
1667	114696	22829
1668	114766	22760
1669	114826	22690
1670	114892	22620
1671	114962	22552
1672	115031	22483
1673	115106	22416
1674	115171	22346
1675	115235	22277
1676	115299	22207
1677	115363	22137
1678	115433	22069
1679	115495	21999
1680	115562	21930
1681	115630	21861
1682	115700	21792
1683	115767	21723
1684	115832	21654
1685	115902	21585
1686	115976	21517
1687	116044	21448
1688	116111	21379
1689	116176	21310
1690	116238	21240
1691	116308	21172
1692	116375	21102
1693	116440	21033
1694	116510	20964
1695	116570	20894
1696	116634	20825
1697	116699	20755
1698	116771	20687
1699	116847	20620
1700	116915	20551
1701	116978	20481
1702	117039	20411
1703	117106	20342
1704	117174	20273
1705	117237	20203
1706	117302	20134
1707	117364	20064
1708	117433	19996
1709	117496	19926
1710	117559	19856
1711	117625	19787
1712	117692	19718
1713	117761	19649
1714	117824	19580
1715	117920	19515
1716	118010	19450
1717	118087	19383
1718	118155	19314
1719	118223	19245
1720	118289	19176
1721	118353	19107
1722	118417	19037
1723	118484	18968
1724	118547	18898
1725	118616	18830
1726	118686	18761
1727	118765	18694
1728	118832	18625
1729	118899	18556
1730	118964	18487
1731	119028	18417
1732	119100	18349
1733	119168	18280
1734	119234	18211
1735	119301	18142
1736	119367	18073
1737	119436	18004
1738	119504	17935
1739	119571	17867
1740	119641	17798
1741	119712	17730
1742	119780	17661
1743	119844	17591
1744	119915	17523
1745	119987	17455
1746	120052	17385
1747	120120	17317
1748	120186	17248
1749	120254	17179
1750	120322	17110
1751	120388	17041
1752	120454	16972
1753	120515	16902
1754	120581	16833
1755	120654	16765
1756	120724	16696
1757	120794	16628
1758	120856	16558
1759	120921	16489
1760	120986	16420
1761	121055	16351
1762	121118	16281
1763	121186	16213
1764	121257	16144
1765	121323	16075
1766	121396	16007
1767	121460	15938
1768	121534	15870
1769	121598	15800
1770	121665	15731
1771	121732	15663
1772	121796	15593
1773	121868	15525
1774	121931	15456
1775	122000	15387
1776	122065	15318
1777	122130	15249
1778	122194	15179
1779	122261	15110
1780	122327	15041
1781	122392	14972
1782	122456	14903
1783	122519	14834
1784	122586	14765
1785	122653	14696
1786	122718	14627
1787	122790	14559
1788	122857	14490
1789	122922	14421
1790	122989	14352
1791	123053	14283
1792	123120	14214
1793	123184	14144
1794	123253	14076
1795	123331	14008
1796	123400	13940
1797	123466	13871
1798	123536	13802
1799	123595	13732
1800	123664	13664
1801	123728	13595
1802	123798	13526
1803	123870	13458
1804	123948	13390
1805	124017	13321
1806	124078	13252
1807	124148	13183
1808	124215	13115
1809	124286	13046
1810	124352	12977
1811	124417	12908
1812	124482	12839
1813	124550	12770
1814	124617	12702
1815	124682	12632
1816	124747	12564
1817	124814	12495
1818	124879	12426
1819	124942	12356
1820	125008	12288
1821	125075	12219
1822	125137	12149
1823	125202	12080
1824	125265	12011
1825	125344	11944
1826	125408	11875
1827	125476	11806
1828	125543	11737
1829	125608	11668
1830	125674	11599
1831	125741	11530
1832	125805	11461
1833	125870	11392
1834	125937	11324
1835	126003	11255
1836	126070	11186
1837	126137	11117
1838	126205	11048
1839	126272	10980
1840	126336	10911
1841	126403	10842
1842	126473	10773
1843	126540	10705
1844	126609	10636
1845	126679	10568
1846	126747	10499
1847	126825	10431
1848	126891	10362
1849	126964	10294
1850	127032	10225
1851	127098	10156
1852	127170	10088
1853	127240	10019
1854	127310	9951
1855	127389	9883
1856	127452	9814
1857	127522	9746
1858	127591	9677
1859	127659	9608
1860	127724	9539
1861	127791	9471
1862	127855	9402
1863	127922	9333
1864	127993	9264
1865	128064	9196
1866	128129	9127
1867	128193	9058
1868	128261	8989
1869	128327	8921
1870	128394	8852
1871	128462	8783
1872	128529	8715
1873	128600	8646
1874	128668	8577
1875	128747	8509
1876	128815	8441
1877	128880	8372
1878	128949	8303
1879	129022	8235
1880	129093	8166
1881	129166	8098
1882	129233	8029
1883	129300	7961
1884	129369	7892
1885	129436	7823
1886	129498	7754
1887	129568	7686
1888	129637	7617
1889	129709	7549
1890	129775	7480
1891	129841	7411
1892	129909	7343
1893	129974	7274
1894	130040	7205
1895	130110	7136
1896	130182	7068
1897	130263	7000
1898	130347	6932
1899	130414	6863
1900	130482	6795
1901	130550	6726
1902	130618	6657
1903	130699	6589
1904	130766	6521
1905	130831	6452
1906	130893	6383
1907	130965	6314
1908	131045	6246
1909	131112	6178
1910	131179	6109
1911	131248	6040
1912	131321	5972
1913	131386	5903
1914	131456	5834
1915	131524	5766
1916	131602	5697
1917	131672	5629
1918	131737	5560
1919	131805	5491
1920	131871	5423
1921	131937	5354
1922	132004	5285
1923	132068	5216
1924	132139	5148
1925	132204	5079
1926	132269	5010
1927	132340	4942
1928	132408	4873
1929	132478	4804
1930	132548	4736
1931	132619	4667
1932	132687	4599
1933	132756	4530
1934	132826	4461
1935	132889	4393
1936	132961	4324
1937	133025	4255
1938	133089	4186
1939	133164	4118
1940	133233	4049
1941	133297	3981
1942	133363	3912
1943	133430	3843
1944	133497	3775
1945	133564	3706
1946	133628	3637
1947	133694	3568
1948	133765	3500
1949	133830	3431
1950	133897	3362
1951	133974	3294
1952	134043	3225
1953	134112	3157
1954	134177	3088
1955	134243	3019
1956	134309	2951
1957	134373	2882
1958	134438	2813
1959	134504	2744
1960	134568	2676
1961	134641	2607
1962	134710	2539
1963	134779	2470
1964	134845	2401
1965	134913	2333
1966	134976	2264
1967	135042	2195
1968	135110	2127
1969	135174	2058
1970	135240	1989
1971	135304	1921
1972	135371	1852
1973	135440	1783
1974	135506	1715
1975	135571	1646
1976	135634	1577
1977	135704	1509
1978	135773	1440
1979	135839	1372
1980	135902	1303
1981	135971	1234
1982	136037	1166
1983	136105	1097
1984	136170	1028
1985	136240	960
1986	136310	891
1987	136375	823
1988	136441	754
1989	136505	685
1990	136577	617
1991	136644	548
1992	136708	480
1993	136777	411
1994	136843	342
1995	136905	274
1996	136972	205
1997	137048	137
1998	137115	68
1999	137189	0
