iter	Logloss
221	0.6147238045
222	0.6147098419
223	0.6146898107
224	0.6146779979
225	0.6146523256
226	0.6146340721
227	0.6146100848
228	0.6145908086
229	0.6145677603
230	0.6145365417
231	0.6145160055
232	0.6144757334
233	0.6144675905
234	0.614454867
235	0.6144360763
236	0.6144158952
237	0.6144044259
238	0.6143922271
239	0.6143694462
240	0.6143304933
241	0.6143163503
242	0.6142923195
243	0.6142774648
244	0.61424485
245	0.6142281041
246	0.6142099061
247	0.6141966391
248	0.6141695818
249	0.6141546492
250	0.6141316306
251	0.6141024639
252	0.6140777278
253	0.6140266982
254	0.6140078778
255	0.613989617
256	0.6139737817
257	0.6139616036
258	0.6139443728
259	0.6139255657
260	0.6139158382
261	0.61388459
262	0.6138654189
263	0.6138568859
264	0.613823669
265	0.6138032882
266	0.6137877607
267	0.6137630886
268	0.613751554
269	0.6137349085
270	0.6137014743
271	0.613685407
272	0.6136708684
273	0.6136509892
274	0.6136357213
275	0.6136230554
276	0.6136101832
277	0.6135947224
278	0.6135837879
279	0.6135653778
280	0.6135570059
281	0.6135447161
282	0.6135266139
283	0.6135170491
284	0.6134962363
285	0.6134817808
286	0.6134651766
287	0.6134243753
288	0.613407162
289	0.6133786887
290	0.613365879
291	0.6133578413
292	0.6133506276
293	0.6133246501
294	0.6132894815
295	0.6132761705
296	0.6132546836
297	0.6132248904
298	0.6132024449
299	0.6131850854
300	0.6131637607
301	0.6131449747
302	0.6131257147
303	0.6131099272
304	0.6130979872
305	0.6130827275
306	0.6130732798
307	0.6130557983
308	0.6130289197
309	0.6130061774
310	0.612997101
311	0.6129835184
312	0.6129690967
313	0.6129492188
314	0.6129108453
315	0.6128794826
316	0.6128472574
317	0.6128303713
318	0.6128166292
319	0.6128029247
320	0.6127939036
321	0.6127705568
322	0.6127604222
323	0.6127404656
324	0.6127274243
325	0.6127113171
326	0.6126934807
327	0.612662509
328	0.6126507092
329	0.6126329938
330	0.6126240191
331	0.612615779
332	0.6125993546
333	0.6125834944
334	0.6125701358
335	0.6125625408
336	0.6125369612
337	0.6125272369
338	0.6125137468
339	0.6124965721
340	0.6124631842
341	0.6124529781
342	0.6124483597
343	0.6124336627
344	0.6124195619
345	0.6124068628
346	0.6123750866
347	0.6123600229
348	0.6123409849
349	0.6123249585
350	0.6123057731
351	0.612286651
352	0.6122671881
353	0.6122516036
354	0.612243593
355	0.6122312821
356	0.6122150257
357	0.6121806201
358	0.6121733199
359	0.6121581838
360	0.612123499
361	0.6121131607
362	0.6120989335
363	0.6120761457
364	0.6120718835
365	0.6120545042
366	0.6120380178
367	0.6120294589
368	0.612020416
369	0.6120087597
370	0.6119956551
371	0.6119716505
372	0.611931679
373	0.6119245
374	0.6119169682
375	0.6119115852
376	0.611902723
377	0.6118809396
378	0.6118643836
379	0.611848053
380	0.6118419792
381	0.6118317368
382	0.6118005523
383	0.6117762192
384	0.6117449373
385	0.6117130065
386	0.6116894364
387	0.6116727145
388	0.6116552492
389	0.6116283554
390	0.6115878695
391	0.61156305
392	0.6115226611
393	0.6115039874
394	0.6114777201
395	0.6114609319
396	0.6114414069
397	0.6114193819
398	0.6113808146
399	0.6113536792
400	0.6113398606
401	0.6113284748
402	0.61131449
403	0.6113048899
404	0.6112718297
405	0.6112315019
406	0.6112148264
407	0.611206888
408	0.6111916803
409	0.6111610743
410	0.6111502521
411	0.6111331999
412	0.6111169972
413	0.6111040193
414	0.6110825353
415	0.6110640134
416	0.6110177692
417	0.6109998994
418	0.6109836736
419	0.6109680695
420	0.6109601516
421	0.6109539317
422	0.6109353053
423	0.6109136879
424	0.6108930046
425	0.6108774136
426	0.610864995
427	0.6108526198
428	0.6108211693
429	0.6107905457
430	0.6107633221
431	0.6107310616
432	0.6107161009
433	0.6106953332
434	0.6106829435
435	0.610668257
436	0.610653266
437	0.6106366564
438	0.6106122758
439	0.6105923716
440	0.6105494893
441	0.6105382263
442	0.6104924535
443	0.610477522
444	0.6104555307
445	0.6104352494
446	0.610414926
447	0.6103823969
448	0.6103684512
449	0.6103421993
450	0.6103185829
451	0.6103113457
452	0.6102822927
453	0.6102536333
454	0.6102252382
455	0.6102062156
456	0.6101706465
457	0.6101559676
458	0.610134486
459	0.6100973034
460	0.6100866888
461	0.6100652435
462	0.610044007
463	0.6100220688
464	0.6100100255
465	0.6099788642
466	0.6099439636
467	0.609923332
468	0.60991056
469	0.6098782402
470	0.6098579578
471	0.6098366053
472	0.6098175455
473	0.6097783136
474	0.6097562478
475	0.6097358946
476	0.609715803
477	0.6097037475
478	0.6096890126
479	0.6096597884
480	0.6096398323
481	0.6096263105
482	0.6096051419
483	0.6095823061
484	0.609557324
485	0.6095041566
486	0.6094880794
487	0.6094585742
488	0.6094380378
489	0.6094172181
490	0.609380944
491	0.6093546973
492	0.6093129397
493	0.6092752091
494	0.6092439302
495	0.6092208086
496	0.6092026417
497	0.6091841471
498	0.6091610002
499	0.6091462729
500	0.6091299917
501	0.6091168942
502	0.6091012094
503	0.6090653791
504	0.6090378631
505	0.6090153711
506	0.6090032705
507	0.6089868745
508	0.608962963
509	0.6089316512
510	0.6089174197
511	0.6088988409
512	0.6088777048
513	0.6088607445
514	0.6088360811
515	0.6088176009
516	0.6088005193
517	0.6087746654
518	0.6087396878
519	0.6086981819
520	0.6086799673
521	0.6086523583
522	0.6086326344
523	0.6086174614
524	0.6085735373
525	0.6085599958
526	0.6085473781
527	0.6085326698
528	0.6085121661
529	0.608492925
530	0.6084521907
531	0.6084376683
532	0.6084230476
533	0.6084045245
534	0.6083823869
535	0.6083592027
536	0.6083355082
537	0.6083238488
538	0.6083024741
539	0.6082817496
540	0.6082630977
541	0.6082408984
542	0.6082204322
543	0.6081948266
544	0.6081540251
545	0.608128763
546	0.6080936823
547	0.6080703738
548	0.608055887
549	0.6080401159
550	0.6080163621
551	0.608003474
552	0.6079797862
553	0.6079616404
554	0.6079341725
555	0.60791041
556	0.6078902946
557	0.6078592849
558	0.6078416156
559	0.6078330979
560	0.6078182532
561	0.6077686465
562	0.6077448899
563	0.6077369048
564	0.6077225737
565	0.6076966114
566	0.6076738589
567	0.6076622693
568	0.6076459317
569	0.6076318522
570	0.6076130314
571	0.6075822232
572	0.6075647368
573	0.6075514897
574	0.6075330199
575	0.6075146483
576	0.6075013737
577	0.6074862686
578	0.6074764237
579	0.6074668636
580	0.6074162633
581	0.6073954991
582	0.6073756938
583	0.6073467774
584	0.607323267
585	0.6073004505
586	0.6072867949
587	0.6072697191
588	0.6072408828
589	0.6072221762
590	0.607204374
591	0.6071929796
592	0.6071647297
593	0.6071555087
594	0.607132116
595	0.6071062935
596	0.6070908777
597	0.6070739504
598	0.6070564522
599	0.6070383933
600	0.6070290261
601	0.6070114958
602	0.6069992639
603	0.606974561
604	0.6069541076
605	0.6069295201
606	0.6069117769
607	0.6068964476
608	0.606881614
609	0.6068572653
610	0.6068391635
611	0.6068221175
612	0.6068069687
613	0.6067701337
614	0.6067553752
615	0.6067399055
616	0.6067208026
617	0.6067043511
618	0.6066820163
619	0.6066491993
620	0.6066328547
621	0.60661283
622	0.606591769
623	0.6065778594
624	0.6065546911
625	0.6065229569
626	0.6065114958
627	0.60648474
628	0.6064685559
629	0.6064559524
630	0.6064329114
631	0.6064124469
632	0.6063904153
633	0.6063762701
634	0.6063574853
635	0.6063368121
636	0.6063200221
637	0.6062897032
638	0.6062816088
639	0.6062544869
640	0.6062431073
641	0.6062095541
642	0.6061805099
643	0.6061616711
644	0.606141501
645	0.6061024186
646	0.6060582717
647	0.6060487283
648	0.6060376932
649	0.6060256526
650	0.6060132114
651	0.6059992454
652	0.6059760405
653	0.6059646038
654	0.605939877
655	0.6059216466
656	0.6059081349
657	0.6058979405
658	0.6058882703
659	0.6058746909
660	0.605858061
661	0.6058435897
662	0.6058199576
663	0.6058124721
664	0.6058030467
665	0.6057713654
666	0.6057544822
667	0.60573641
668	0.6057169747
669	0.605703252
670	0.6056780584
671	0.605654267
672	0.6056427256
673	0.6056255169
674	0.6056129692
675	0.6056002847
676	0.6055822284
677	0.6055538835
678	0.6055419698
679	0.6055280006
680	0.6055204899
681	0.6054945315
682	0.6054741471
683	0.6054645806
684	0.6054444823
685	0.6054379742
686	0.6054253556
687	0.6054120969
688	0.6053996539
689	0.6053738628
690	0.6053418827
691	0.6053208494
692	0.6053044832
693	0.6052892524
694	0.6052780104
695	0.6052581908
696	0.605239808
697	0.6052270693
698	0.6052138838
699	0.6051843013
700	0.6051593771
701	0.6051454011
702	0.6051316189
703	0.60510172
704	0.6050769185
705	0.6050629736
706	0.6050471883
707	0.6050350685
708	0.6050190653
709	0.6049950835
710	0.604975902
711	0.6049547539
712	0.6049448981
713	0.6049284499
714	0.604917158
715	0.6049033812
716	0.6048564494
717	0.6048345749
718	0.6048046352
719	0.6047901782
720	0.6047769242
721	0.6047572885
722	0.6047404073
723	0.6047231782
724	0.6047124606
725	0.6046888611
726	0.6046741887
727	0.6046662441
728	0.6046294453
729	0.6046176451
730	0.604588183
731	0.6045759012
732	0.6045649464
733	0.6045519917
734	0.604537371
735	0.6045069725
736	0.6044805547
737	0.6044629782
738	0.6044237328
739	0.6043983476
740	0.6043873002
741	0.604353506
742	0.6043377029
743	0.604325762
744	0.6043144229
745	0.604294276
746	0.6042798026
747	0.6042474514
748	0.6042329932
749	0.6042179897
750	0.6042086541
751	0.6042004883
752	0.6041909239
753	0.6041790098
754	0.6041590936
755	0.6041501292
756	0.6041329928
757	0.6041045739
758	0.6040910971
759	0.6040767923
760	0.6040674673
761	0.6040582638
762	0.6040426448
763	0.60402802
764	0.6040157608
765	0.6039992362
766	0.6039801459
767	0.60396773
768	0.6039533788
769	0.603942293
770	0.6039224327
771	0.6039108651
772	0.6038992993
773	0.6038901535
774	0.6038574014
775	0.6038492976
776	0.6038336686
777	0.6038071413
778	0.6037946814
779	0.6037799305
780	0.6037647984
781	0.603750981
782	0.6037322107
783	0.6037179362
784	0.6037053322
785	0.6036905523
786	0.6036729628
787	0.6036654219
788	0.6036424077
789	0.6036310389
790	0.6036206927
791	0.6035997765
792	0.6035793184
793	0.603560708
794	0.6035440587
795	0.6035288123
796	0.6035147183
797	0.6034962199
798	0.6034693828
799	0.6034575331
800	0.6034466891
801	0.6034309798
802	0.6034193901
803	0.6034074336
804	0.6033957586
805	0.6033855293
806	0.6033705263
807	0.603355621
808	0.6033444034
809	0.6033311413
810	0.6033196812
811	0.6033069241
812	0.6032831998
813	0.6032690847
814	0.6032564212
815	0.6032485504
816	0.6032357479
817	0.6032151503
818	0.6031950945
819	0.6031768266
820	0.6031568619
821	0.6031469061
822	0.6031132698
823	0.6031015829
824	0.6030916778
825	0.6030801435
826	0.6030642379
827	0.6030542081
828	0.6030484494
829	0.6030352836
830	0.6030242598
831	0.6030153626
832	0.6030086784
833	0.6029834306
834	0.6029742999
835	0.6029580808
836	0.6029481939
837	0.6029335094
838	0.6029177675
839	0.6029074783
840	0.6028965114
841	0.6028794002
842	0.6028642675
843	0.6028541353
844	0.6028390399
845	0.602801534
846	0.6027870883
847	0.6027718215
848	0.6027557367
849	0.6027404231
850	0.602730647
851	0.6027189947
852	0.6027051175
853	0.6026808159
854	0.6026366117
855	0.6026036325
856	0.6025920674
857	0.6025772905
858	0.6025644069
859	0.6025538594
860	0.6025274651
861	0.6025135995
862	0.6024955318
863	0.6024884652
864	0.6024587373
865	0.6024476805
866	0.602439261
867	0.6024282713
868	0.6024125851
869	0.602400766
870	0.6023855769
871	0.6023692062
872	0.6023516202
873	0.6023265638
874	0.6023145362
875	0.6023045322
876	0.6022961153
877	0.6022844128
878	0.6022648669
879	0.6022514599
880	0.6022439204
881	0.6022307532
882	0.602222046
883	0.6022091892
884	0.6022003796
885	0.6021842803
886	0.6021671466
887	0.6021461182
888	0.6021310852
889	0.6021142282
890	0.6021021032
891	0.6020837477
892	0.6020720999
893	0.6020486723
894	0.6020283489
895	0.6020178148
896	0.6020004072
897	0.601981253
898	0.6019765124
899	0.6019574095
900	0.6019471052
901	0.6019387425
902	0.601930773
903	0.6019202016
904	0.60190132
905	0.6018912458
906	0.6018723442
907	0.6018515146
908	0.6018389049
909	0.6018303589
910	0.6018099939
911	0.6018013596
912	0.6017893434
913	0.6017707753
914	0.6017662594
915	0.6017562665
916	0.6017458051
917	0.6017325868
918	0.6017221464
919	0.6017028305
920	0.6016942662
921	0.6016802267
922	0.6016650959
923	0.601654864
924	0.601636313
925	0.6016263344
926	0.6016153439
927	0.6016039154
928	0.6015870476
929	0.6015755317
930	0.6015612681
931	0.601539885
932	0.6015172344
933	0.6015038735
934	0.6014882662
935	0.6014765169
936	0.601469193
937	0.6014568704
938	0.6014491168
939	0.6014385348
940	0.6014241804
941	0.6014129412
942	0.6013982307
943	0.601383163
944	0.6013699758
945	0.6013574554
946	0.6013470748
947	0.6013403642
948	0.6013314293
949	0.6013205576
950	0.6013097676
951	0.601301119
952	0.6012921396
953	0.6012743915
954	0.6012653603
955	0.6012500415
956	0.6012391819
957	0.6012138634
958	0.6011987832
959	0.6011889283
960	0.6011776586
961	0.6011699166
962	0.6011475314
963	0.6011356846
964	0.6011187638
965	0.6011083508
966	0.6011018642
967	0.6010887746
968	0.6010780946
969	0.6010674709
970	0.601051755
971	0.6010354792
972	0.6010272597
973	0.6010170165
974	0.6010037488
975	0.600985171
976	0.6009622656
977	0.6009560126
978	0.6009333304
979	0.600926944
980	0.6009133858
981	0.6008853469
982	0.600878012
983	0.6008686089
984	0.6008513708
985	0.6008432029
986	0.6008295741
987	0.6008180319
988	0.6008066764
989	0.6007933673
990	0.600782875
991	0.6007753271
992	0.6007663212
993	0.6007561717
994	0.6007465184
995	0.6007387815
996	0.6007216094
997	0.6007057355
998	0.6006949658
999	0.6006778809
1000	0.600665988
1001	0.6006543906
1002	0.6006376322
1003	0.6006220993
1004	0.6006114294
1005	0.6006002664
1006	0.6005761517
1007	0.6005680285
1008	0.6005478
1009	0.6005168066
1010	0.6005040269
1011	0.6004799148
1012	0.600458146
1013	0.6004525285
1014	0.6004460492
1015	0.6004391803
1016	0.6004333086
1017	0.6004196317
1018	0.6004069504
1019	0.6003922215
1020	0.6003834535
1021	0.6003694039
1022	0.6003561186
1023	0.600335134
1024	0.6003274685
1025	0.6003179557
1026	0.6002970349
1027	0.6002727689
1028	0.6002509619
1029	0.6002387501
1030	0.6002273284
1031	0.6002192663
1032	0.6002046222
1033	0.6001796027
1034	0.6001739791
1035	0.600156367
1036	0.6001396702
1037	0.6001276332
1038	0.600120898
1039	0.6001044745
1040	0.6000853507
1041	0.6000682072
1042	0.6000543504
1043	0.6000464149
1044	0.6000333751
1045	0.6000111916
1046	0.6000014228
1047	0.5999898657
1048	0.5999779162
1049	0.5999601373
1050	0.5999499048
1051	0.5999299763
1052	0.5999026627
1053	0.5998821259
1054	0.5998677077
1055	0.5998608452
1056	0.5998478
1057	0.5998370806
1058	0.5998265231
1059	0.5998158476
1060	0.5998021845
1061	0.5997959952
1062	0.599788522
1063	0.5997621982
1064	0.5997464131
1065	0.5997339396
1066	0.5997080215
1067	0.5996883384
1068	0.5996778613
1069	0.5996684548
1070	0.5996350432
1071	0.5996297872
1072	0.5996240253
1073	0.5996072523
1074	0.5995909331
1075	0.5995752516
1076	0.5995629846
1077	0.5995463519
1078	0.5995249603
1079	0.599505813
1080	0.5994889367
1081	0.5994767483
1082	0.5994668947
1083	0.599457675
1084	0.5994461453
1085	0.599436767
1086	0.5994212857
1087	0.5994104079
1088	0.5993990468
1089	0.599383467
1090	0.5993734738
1091	0.5993631449
1092	0.5993463742
1093	0.5993182315
1094	0.5993118034
1095	0.599302
1096	0.599289369
1097	0.5992651697
1098	0.5992572907
1099	0.5992351294
1100	0.5992247348
1101	0.5992040958
1102	0.5991879445
1103	0.5991773042
1104	0.5991593003
1105	0.5991433753
1106	0.599133997
1107	0.5991272601
1108	0.5991092176
1109	0.5991035479
1110	0.5990874594
1111	0.5990615522
1112	0.5990549822
1113	0.5990476616
1114	0.5990227371
1115	0.5990151376
1116	0.5990045071
1117	0.5989966133
1118	0.5989880046
1119	0.598967698
1120	0.5989586672
1121	0.5989475381
1122	0.5989384952
1123	0.5989279987
1124	0.5989172079
1125	0.5989083926
1126	0.5989037224
1127	0.5988910419
1128	0.5988801462
1129	0.5988714136
1130	0.5988634876
1131	0.598854
1132	0.5988426156
1133	0.5988344072
1134	0.5988181818
1135	0.5988009091
1136	0.5987950739
1137	0.5987780687
1138	0.5987698015
1139	0.5987552881
1140	0.5987403502
1141	0.5987246647
1142	0.5987051724
1143	0.5986926162
1144	0.5986791514
1145	0.5986686229
1146	0.5986467498
1147	0.5986292297
1148	0.598613857
1149	0.5986006712
1150	0.5985824638
1151	0.5985754957
1152	0.5985678428
1153	0.5985529217
1154	0.5985424358
1155	0.5985343079
1156	0.5985289397
1157	0.5985229567
1158	0.5985178089
1159	0.598498123
1160	0.5984918875
1161	0.5984812113
1162	0.5984669842
1163	0.5984540727
1164	0.5984429829
1165	0.5984345631
1166	0.5984209147
1167	0.5984101987
1168	0.5983915435
1169	0.5983834793
1170	0.5983728291
1171	0.5983572171
1172	0.5983323465
1173	0.5983239321
1174	0.5983137816
1175	0.5982966677
1176	0.5982826822
1177	0.5982698225
1178	0.5982513098
1179	0.5982385866
1180	0.5982220588
1181	0.5981990109
1182	0.5981878683
1183	0.5981815681
1184	0.5981751294
1185	0.598167854
1186	0.5981325845
1187	0.5981123345
1188	0.5981004957
1189	0.5980860708
1190	0.598077163
1191	0.598065624
1192	0.5980564975
1193	0.5980278688
1194	0.5980116221
1195	0.5979998553
1196	0.5979902449
1197	0.5979779013
1198	0.5979558059
1199	0.5979398778
1200	0.5979336252
1201	0.5979206686
1202	0.5979045484
1203	0.5978877771
1204	0.5978775955
1205	0.5978574073
1206	0.5978467905
1207	0.5978313184
1208	0.5978232159
1209	0.5978167914
1210	0.5978048607
1211	0.5977845807
1212	0.5977696473
1213	0.5977505244
1214	0.5977409199
1215	0.5977294103
1216	0.5977188783
1217	0.5977098094
1218	0.5976896152
1219	0.5976829054
1220	0.5976646661
1221	0.5976480928
1222	0.5976398687
1223	0.5976281238
1224	0.5976196845
1225	0.5976069037
1226	0.5975990276
1227	0.597588487
1228	0.5975771605
1229	0.5975668029
1230	0.5975493159
1231	0.5975270426
1232	0.597516295
1233	0.5974988368
1234	0.5974795236
1235	0.5974730074
1236	0.597467037
1237	0.5974533237
1238	0.5974439887
1239	0.5974363207
1240	0.5974294381
1241	0.5974217786
1242	0.5974130952
1243	0.5974059041
1244	0.5973917873
1245	0.5973736365
1246	0.5973635489
1247	0.597358924
1248	0.5973509998
1249	0.5973429766
1250	0.5973292359
1251	0.5973211951
1252	0.597298882
1253	0.5972856214
1254	0.5972716903
1255	0.5972616748
1256	0.597251032
1257	0.5972430974
1258	0.5972291133
1259	0.5972017631
1260	0.5971946273
1261	0.5971854699
1262	0.5971735861
1263	0.5971653927
1264	0.5971453061
1265	0.5971287745
1266	0.5971152798
1267	0.5971025115
1268	0.5970969881
1269	0.5970846713
1270	0.5970639617
1271	0.597054778
1272	0.5970466277
1273	0.5970173303
1274	0.5970076239
1275	0.5969933814
1276	0.5969781459
1277	0.5969720606
1278	0.5969655987
1279	0.5969561588
1280	0.5969339905
1281	0.5969243688
1282	0.5969171023
1283	0.5968993852
1284	0.5968779789
1285	0.5968582933
1286	0.5968501884
1287	0.5968281792
1288	0.596817431
1289	0.5968005056
1290	0.5967829925
1291	0.5967696233
1292	0.5967582101
1293	0.5967467894
1294	0.5967405851
1295	0.5967205067
1296	0.596692245
1297	0.5966807517
1298	0.5966718908
1299	0.5966550817
1300	0.5966288933
1301	0.5966207235
1302	0.5966103794
1303	0.5966049163
1304	0.5965971593
1305	0.5965869935
1306	0.5965679141
1307	0.5965575346
1308	0.5965505223
1309	0.5965420092
1310	0.5965240361
1311	0.5965119041
1312	0.5964986477
1313	0.5964894527
1314	0.5964765075
1315	0.5964635056
1316	0.5964539947
1317	0.5964473774
1318	0.5964252799
1319	0.5964148324
1320	0.5963998979
1321	0.5963862575
1322	0.5963715131
1323	0.5963604098
1324	0.596345581
1325	0.5963401764
1326	0.5963293052
1327	0.596298018
1328	0.5962818431
1329	0.596270232
1330	0.5962571399
1331	0.5962353815
1332	0.596226363
1333	0.5962127468
1334	0.5962022076
1335	0.5961874096
1336	0.5961622774
1337	0.5961540352
1338	0.5961444985
1339	0.5961346467
1340	0.5961275184
1341	0.5961168372
1342	0.5961092014
1343	0.5960971518
1344	0.5960858081
1345	0.5960760417
1346	0.5960659677
1347	0.5960577611
1348	0.5960489393
1349	0.5960395341
1350	0.5960250816
1351	0.5960141435
1352	0.5959936672
1353	0.595973923
1354	0.5959666976
1355	0.595959101
1356	0.5959561358
1357	0.5959391095
1358	0.5959272549
1359	0.5959211432
1360	0.5959086795
1361	0.5958959186
1362	0.5958883107
1363	0.5958713379
1364	0.5958613776
1365	0.5958522484
1366	0.595835955
1367	0.595825397
1368	0.5958120841
1369	0.5958000518
1370	0.5957879983
1371	0.5957809271
1372	0.595771576
1373	0.5957644301
1374	0.5957439895
1375	0.5957265385
1376	0.5957152317
1377	0.5957066455
1378	0.5956942862
1379	0.5956859679
1380	0.5956787362
1381	0.5956716941
1382	0.5956670342
1383	0.5956574519
1384	0.5956450576
1385	0.595635729
1386	0.5956269036
1387	0.5956211006
1388	0.5956121187
1389	0.5956019484
1390	0.5955956198
1391	0.5955871274
1392	0.595578414
1393	0.5955710341
1394	0.5955602336
1395	0.5955465019
1396	0.5955363187
1397	0.5955298065
1398	0.5955227151
1399	0.5955162804
1400	0.5954934673
1401	0.5954843763
1402	0.5954749153
1403	0.5954577691
1404	0.5954511122
1405	0.5954431186
1406	0.5954265139
1407	0.5954221381
1408	0.5954072604
1409	0.5953952559
1410	0.5953855772
1411	0.5953763681
1412	0.5953490617
1413	0.5953410279
1414	0.595334196
1415	0.5953213699
1416	0.5953142869
1417	0.5953014823
1418	0.5952929559
1419	0.5952705032
1420	0.5952517756
1421	0.5952407002
1422	0.5952185861
1423	0.5952073041
1424	0.5951874188
1425	0.5951727705
1426	0.5951592454
1427	0.595144194
1428	0.5951326559
1429	0.5951231256
1430	0.5951109016
1431	0.595101172
1432	0.5950853047
1433	0.5950744656
1434	0.5950673337
1435	0.595056533
1436	0.5950497617
1437	0.5950258154
1438	0.5950126167
1439	0.5949961802
1440	0.5949840764
1441	0.5949742833
1442	0.5949631955
1443	0.5949536011
1444	0.5949350953
1445	0.5949130861
1446	0.594906133
1447	0.594894323
1448	0.5948720925
1449	0.594863823
1450	0.5948407131
1451	0.5948257604
1452	0.5948109298
1453	0.5947908799
1454	0.5947834225
1455	0.5947712146
1456	0.594762316
1457	0.594743932
1458	0.5947311081
1459	0.5947227988
1460	0.5947136104
1461	0.5947051988
1462	0.5946925083
1463	0.5946793397
1464	0.5946668507
1465	0.5946585583
1466	0.5946481518
1467	0.5946387701
1468	0.594626206
1469	0.5946099422
1470	0.5946003668
1471	0.5945927261
1472	0.5945755002
1473	0.5945600261
1474	0.5945529247
1475	0.5945397543
1476	0.5945302507
1477	0.5945080004
1478	0.5945016486
1479	0.5944834159
1480	0.5944751559
1481	0.5944600694
1482	0.5944486962
1483	0.5944349627
1484	0.5944208818
1485	0.5944133723
1486	0.5944025561
1487	0.5943869037
1488	0.5943723971
1489	0.5943605594
1490	0.5943526815
1491	0.5943317345
1492	0.5943262509
1493	0.5943114167
1494	0.5943053517
1495	0.5942963393
1496	0.5942881003
1497	0.5942829766
1498	0.594273263
1499	0.5942640558
